,player_id,player_name,game_id,home_team_id,visitor_team_id,season,team_id,played,mpg,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,stl,blk,tov,pf,pts,cluster,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10,cluster_11
12,123,Robert Pack,690212578,54760833576,54760833557,68102,54760833534,34,210.55611950595926,21.33409877386068,48.31307742452503,5.720452147522871,0.0,0.0,0.0,3.8569109074101395,4.159162720102065,3.646070206055264,4.473519035665475,16.58301616754372,21.056535203209197,29.614002959454126,12.144193580539685,2.2848766571120986,19.380841153583987,20.42788296730712,46.52510845513151,306,0,0,0,0,0,0,0,0,0,34,0,0
13,124,Vlade Divac,2072761092,164282500854,164282500853,204327,164282501085,102,2921.020981042096,432.59713568972967,883.8608174595123,49.330944251702554,0.7281168528049813,10.40088729720953,0.7281168528049813,229.7450457286258,340.1366611283844,55.88453357388187,180.42072126732555,390.1865151957455,570.6072364630711,535.8187530087351,66.03844003826804,97.33501882978136,243.42931818360736,277.6595180156016,1095.66743396089,686,0,0,0,0,2,0,61,0,39,0,0,0
14,133,David Wesley,5829860645,459024632830,459024632829,571297,459024631464,285,8537.715131431247,1127.5874611247214,2819.251634249961,101.84278539166495,379.49285194317406,1079.5236991253641,86.92726860115653,557.8177382009968,704.4874871900593,161.02826856695506,103.0962015169865,526.5875471171669,629.6837486341534,774.7299221309797,289.7656535224253,49.45619841079391,405.8997314564619,690.8549308365689,3192.4855123936136,695,182,0,0,0,0,59,0,0,0,42,0,2
15,136,P.J. Brown,6998114834,545997720863,545997720887,679579,545997718890,339,10431.72915283095,1240.9719377608399,2732.0400098872283,148.566233290759,0.0,3.2113264839115763,0.0,649.7899695950513,775.7687271140169,201.7551104136935,899.0690835907291,1716.3558846810465,2615.4249682717755,540.8717229751495,249.64016317781469,236.5556898859307,401.60057913163917,894.5495169392813,3131.7338451167307,1504,0,0,149,0,0,0,168,0,0,22,0,0
16,145,Tracy Murray,223300962,17716740303,17716740289,22033,17716740327,11,38.54566077441078,2.4096320346320343,16.12622655122655,0.9595468614718614,1.673088023088023,7.149386724386725,1.2048160173160172,0.0,0.9365440115440115,0.0,4.942965367965368,2.456421356421356,7.399386724386725,1.1865440115440113,2.0198773448773446,0.0,0.1818181818181818,2.6596320346320343,6.4923520923520925,99,0,0,0,0,0,0,0,0,0,11,0,0
17,147,Jalen Rose,6217474895,484794439096,484794439018,603373,484794440093,301,8719.609815582393,1421.8250648831017,3381.285812109391,113.21160223646991,297.62897762542417,805.2077390395568,95.48780782405984,891.8669039549393,1100.9999988286058,171.82846285544474,127.71179109856789,805.0465691199199,932.7583602184878,901.8040216493879,178.52650953572802,59.036084338182214,613.672541789438,657.4861973461615,4033.146011346567,1377,140,0,0,0,0,38,1,0,0,40,81,1
18,178,Olden Polynice,203003457,16106127501,16106127501,20030,16106127460,10,17.860595238095236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9289682539682538,1.9289682539682538,3.857936507936508,1.9289682539682538,1.9289682539682538,0.0,5.149206349206349,3.857936507936508,0.0,90,0,0,0,0,0,0,0,0,0,10,0,0
19,185,Chris Webber,5038558438,389768286520,389768286495,485184,389768287297,242,7177.068764266333,1832.4164825385922,4229.632113807497,104.60337267050654,41.52747900079637,143.42492513529083,32.460050488205795,711.8645069911578,961.398059543561,151.7171700909735,527.5816432179797,1657.1171757573866,2184.6988189753665,975.8704076302195,315.44156735419983,191.01214966187578,588.3164903162897,729.058953288447,4418.224951069138,1412,0,0,10,0,0,0,232,0,0,0,0,0
20,208,Sam Cassell,7443817494,584652427867,584652428009,727836,584652427062,363,10041.508286577146,2132.1122352706197,4663.624828849087,153.40117697192088,250.04750344866287,729.9985506733238,89.02571218877112,1078.9918932490632,1240.0092973756348,250.45786958327758,157.63929380961875,937.6273712369295,1095.2666650465483,2089.0472193162145,309.42810149964646,57.8248994341148,756.2966372370744,953.7172176492403,5593.263867238966,3336,0,0,0,0,0,0,0,0,145,4,214,0
21,213,Antonio Davis,4035811919,318901324192,318901324240,396757,318901323585,198,5641.381962374255,587.7895444928081,1409.254992209331,80.63598710332751,0.0,0.4037751786874573,0.0,370.12071832272613,488.50774551509846,105.51838290678116,499.529425277691,998.4214953557063,1497.9509206333973,265.59416779378915,84.88785305761417,131.64212587824957,274.4720002277062,475.8418696742298,1545.6998073083423,402,0,0,196,0,1,0,1,0,0,0,0,0
22,221,Clar. Weatherspoon,3133792525,248034363394,248034363281,308537,248034362933,154,1268.1145616691392,141.26166404217975,298.5066646805179,32.702400300240754,0.0,1.0280863911127627,0.0,82.50912541576484,104.61266654635163,28.509549768395217,100.73380413066045,199.25901900902556,299.992823139686,50.6100583504066,40.05773564353839,20.05452446451345,45.97745222107556,120.7769309769227,365.03245350012435,1386,0,0,0,0,0,0,0,0,0,154,0,0
23,224,Eddie Jones,7536621991,587873654363,587873654258,731764,587873654388,365,11380.016763641393,1554.830209153642,3781.408405165289,140.8682499894191,618.1008253754466,1716.4926773850261,120.28048822969744,856.303539488101,1046.3607120226043,215.97101582448337,172.0906665599238,1216.7914073601476,1388.8820739200714,869.743257071121,425.73862412490854,122.03586784921875,445.613315222542,944.3430324903061,4584.064783170831,892,233,0,0,0,0,78,0,0,0,46,0,8
24,238,Tyrone Hill,182701203,14495514753,14495514741,18027,14495514732,9,32.25263227513228,0.7083333333333333,3.282936507936508,0.2361111111111111,0.0,0.0,0.0,4.4035714285714285,5.149206349206349,2.2017857142857142,3.6674603174603173,4.320238095238095,7.987698412698412,0.0,0.0,2.8289682539682537,3.065079365079365,10.177777777777777,5.8202380952380945,81,0,0,0,0,0,0,0,0,0,9,0,0
25,239,Darrick Martin,4126525442,318901325486,318901325591,397064,318901326326,198,1302.86191140111,143.195465087299,442.92662718700944,27.906376009853897,50.0959645660861,172.23506428027068,20.817133876179508,58.093469703621444,74.07972128297213,25.115037896042885,12.06493208960086,50.67440656845429,62.73933865805516,205.44527760209178,35.637336565648425,1.9091894606638258,53.64119895119611,158.5692891933288,394.5803644443056,1782,0,0,0,0,0,0,0,0,0,198,0,0
26,243,Aaron McKie,4656149855,367219707366,367219707316,456960,367219707524,228,4300.41634014419,469.8520736700511,1038.3724221096195,70.83001786372539,144.58110379661954,321.5934096719998,55.55411635562594,145.08627506609102,198.975540472698,49.84025798724519,96.36748329024051,504.39020562444944,600.75768891469,406.2744164718854,192.89562810169113,51.59181750447845,197.53608056484876,353.7776483910057,1229.3715262028127,1695,0,0,0,0,0,89,0,0,1,138,0,0
